No,入札方式,工種（業種）,資格点数,予定価格（税抜）,工事概要（業務概要）,発注機関,工事場所,指名業者・応札業者
996,受注希望,とび・土工・コンクリート工事,775.0,8390000,ガードパイプ設置工,飯田建設事務所,工区,（有）新井工務店、飯田建設（株）、（株）シノダ、（株）パテック、伊那建設（有）、（株）尾畑組、（有）今村工務所、南部建設（有）、（有）北原土木、高本建設（株）、（有）竹村工務所、道栄建設（株）、小木曽建設（株）、宮嘉建設（有）
997,受注希望,土木一式工事,1006.0,12510000,護岸工 ブロック積工,飯田建設事務所,下伊那郡阿智村,共歩（株）、宮嘉建設（有）、道栄建設（株）、（有）今村工務所、飯田建設（株）、（有）新井工務店
998,受注希望,とび・土工・コンクリート工事,775.0,7060000,ガードパイプ設置工,飯田建設事務所,工区,（株）尾畑組、（有）新井工務店、（株）シノダ、（有）今村工務所、南部建設（有）、（有）北原土木、高本建設（株）、（株）パテック、（有）竹村工務所、道栄建設（株）、小木曽建設（株）、飯田建設（株）、宮嘉建設（有）
999,総合評価,土木一式工事,1007.0,319180000,函渠工 護岸工 仮設工,飯田建設事務所,飯田市,長豊建設（株）
1000,総合評価,鋼構造物工事,863.0,514830000,橋梁上部工 工場製作工及び架設工,飯田建設事務所,下伊那郡豊丘村,飯田鉄工（株）、（株）ヤマウラ、トライアン（株）、（株）角藤
1001,総合評価,とび・土工・コンクリート工事,775.0,18130000,橋梁補修工 下部工補修工,飯田建設事務所,県内一円,（株）尾畑組
1002,受注希望,土木一式工事,841.0,3540000,山腹工 鋼製簡易土留工 伏工,南信州地域振興局,飯田市,共歩（株）
1003,総合評価,とび・土工・コンクリート工事,775.0,8410000,樹木除去工,飯田建設事務所,下伊那郡天龍村,（株）サンテクト、（株）金田組、金本建設（株）、（株）パテック、古田工業（株）、（有）福士組、伊賀良建設（株）
1004,総合評価,土木一式工事,759.0,33180000,道路築造工 ブロック積工 重力式擁壁工 鉄筋挿入工,飯田建設事務所,飯田市,（株）尾畑組、（有）北原土木、伊賀良建設（株）、高本建設（株）
1005,総合評価,舗装工事,850.0,8760000,舗装修繕工 切削オーバーレイ工,飯田建設事務所,下伊那郡松川町,小木曽建設（株）、（株）トライネット
1006,受注希望,土木一式工事,1006.0,9060000,歩道整備工 土留工 舗装工 排水構造物工,飯田建設事務所,下伊那郡阿智村,（有）新井工務店、（株）創力、（有）コスモ建設、（有）今村工務所、（有）竹村工務所、（有）イチバ土木、共歩（株）、（有）北原土木、（有）塩沢土木、（有）カスミ、宮嘉建設（有）
1007,総合評価,舗装工事,850.0,8670000,舗装修繕工,飯田建設事務所,下伊那郡喬木村,（株）パテック、小木曽建設（株）
1008,総合評価,土木一式工事,1007.0,81900000,砂防堰堤工 副堤工,飯田建設事務所,下伊那郡天龍村,金本建設（株）、クラウニング（株）、（株）サンテクト
1009,総合評価,舗装工事,850.0,7000000,舗装補修工,飯田建設事務所,飯田市,金本建設（株）、小木曽建設（株）、小池建設（株）、南信土木建築（有）、（株）カリス
1010,受注希望,土木一式工事,841.0,6480000,護岸工 コンクリートブロック積工,飯田建設事務所,下伊那郡高森町,金山工業（株）、（有）カスミ、共歩（株）、（有）神和創建
1011,総合評価,舗装工事,850.0,5610000,舗装補修工,飯田建設事務所,飯田市,金本建設（株）、小木曽建設（株）、小池建設（株）、（株）カリス、南信土木建築（有）
1012,総合評価,舗装工事,850.0,11480000,舗装補修工,飯田建設事務所,飯田市,金本建設（株）、小木曽建設（株）、小池建設（株）、（株）カリス、南信土木建築（有）
1013,受注希望,土木一式工事,1006.0,13610000,護岸工 根継工,飯田建設事務所,飯田市,宮嘉建設（有）、（株）矢島、（有）今村工務所、（有）カスミ、共歩（株）、（株）エヌグルーヴ、（有）神和創建
1014,受注希望,土木一式工事,1007.0,144790000,仮設土留工 グラウンドアンカー工,飯田建設事務所,下伊那郡天龍村,木下建設（株）
1015,総合評価,舗装工事,850.0,10060000,切削オーバーレイ工,飯田建設事務所,下伊那郡阿南町,金本建設（株）、小木曽建設（株）、（株）サンテクト、（株）パテック、（株）清信建設興業、南信土木建築（有）、（株）シノダ、木下工業（株）
1016,受注希望,とび・土工・コンクリート工事,,非公開,落橋防止工 鋼製ブラケット設置工 橋座拡幅工,南信州地域振興局,下伊那郡松川町,
1017,総合評価,土木一式工事,1007.0,139770000,道路築造工 軽量盛土工,飯田建設事務所,下伊那郡阿智村,長豊建設（株）、北沢建設（株）、（株）カリス、神稲建設（株）、（株）三六組、木下建設（株）、勝間田建設（株）、（株）パテック、南信土木建築（有）、金本建設（株）、小池建設（株）、（株）サンテクト、（株）シノダ、木下工業（株）、（株）清信建設興業
1018,総合評価,土木一式工事,759.0,31770000,帯工 根固工,飯田建設事務所,飯田市,池端工業（株）、（株）南建設、（株）金田組、山崎建設（株）、（株）近藤工務店
1019,総合評価,とび・土工・コンクリート工事,775.0,23110000,法面対策工 吹付法枠工 鉄筋挿入工,飯田建設事務所,下伊那郡根羽村,南信土木建築（有）、金本建設（株）、北沢建設（株）、（株）下平組、（株）パテック、細澤建設（株）
1020,総合評価,舗装工事,850.0,17340000,舗装修繕工 切削オーバーレイ工,飯田建設事務所,下伊那郡松川町,小木曽建設（株）、神稲建設（株）
1021,受注希望,とび・土工・コンクリート工事,871.0,1190000,,南信州地域振興局,下伊那郡阿南町,（株）創力、（有）塩沢土木
1022,受注希望,土木一式工事,841.0,3770000,土留工,南信州地域振興局,阿南町,（有）カスミ
1023,総合評価,とび・土工・コンクリート工事,872.0,123110000,橋梁補修工 伸縮装置補修工 橋面舗装工 床版補修工,飯田建設事務所,県内一円,山崎建設（株）、（株）三六組、（株）近藤工務店、阿智工務店（株）、（株）カリス、（株）トライネット、小木曽建設（株）、金本建設（株）、（株）下平組、神稲建設（株）、北沢建設（株）、木下建設（株）、吉川建設（株）、大協建設（株）
1024,総合評価,土木一式工事,1007.0,184800000,橋梁下部工,飯田建設事務所,飯田市,金本建設（株）、小池建設（株）、勝間田建設（株）、吉川建設（株）、北沢建設（株）、神稲建設（株）、木下建設（株）、（株）三六組、長豊建設（株）
1025,総合評価,とび・土工・コンクリート工事,872.0,130340000,橋梁補修工 伸縮装置補修工 橋面舗装工 床版補修工,飯田建設事務所,上村,山崎建設（株）、（株）三六組、小木曽建設（株）、金本建設（株）、（株）トライネット、阿智工務店（株）、（株）カリス、（株）近藤工務店、（株）下平組
1026,受注希望,とび・土工・コンクリート工事,775.0,20280000,堆積土砂撤去工 伐木除根工,飯田建設事務所,飯田市,（有）北原土木、神稲建設（株）、（株）清信建設興業、伊賀良建設（株）、道栄建設（株）、（有）今村工務所、三建建設（有）、（株）パテック、細澤建設（株）、宮嘉建設（有）、飯田建設（株）、クラウニング（株）
1027,総合評価,とび・土工・コンクリート工事,872.0,181640000,地すべり対策工 グラウンドアンカー工 吹付法枠工 鉄筋挿入工,飯田建設事務所,下伊那郡大鹿村,（株）カリス、大協建設（株）、吉川建設（株）、木下建設（株）、神稲建設（株）、北沢建設（株）
1028,総合評価,とび・土工・コンクリート工事,872.0,94280000,地盤改良工,飯田建設事務所,飯田市,金本建設（株）、（株）三六組、神稲建設（株）、長豊建設（株）、吉川建設（株）、木下建設（株）、北沢建設（株）、（株）カリス、勝間田建設（株）
1029,受注希望,造園工事,775.0,16070000,植栽維持工,飯田建設事務所,飯田市,文吾林造園（株）
1030,受注希望,とび・土工・コンクリート工事,775.0,10670000,大型案内標識取替工,飯田建設事務所,飯田管内一円,山本産業（株）、（有）ヒラサワ、中信測機（株）、長野機材（株）、（株）パテック、矢木コーポレーション（株）、信越測機（株）、黒河内建設（株）、金本建設（株）、（株）石原工務店、（株）下平組
1031,総合評価,鋼構造物工事,863.0,49740000,橋梁上部工 架設工,飯田建設事務所,下伊那郡天龍村,（株）ヤマウラ
